Official Symbol Interactor A,Official Symbol Interactor B
A2M,LCAT
A2M,LCAT
PIK3R1,CD28
CD28,PIK3R1
KRT10,PRKCZ
CDC27,CDC20
CDC27,FZR1
PARK2,CASK
PARK2,CASK
PARK2,CASK
PARK2,GRIN2B
PARK2,DLG4
PARK2,HOMER1
PARK2,CAMK2A
TP53,PTGS2
FN1,MIA
RB1,MCM7
RB1,MCM7
LAT,PIK3R1
LAT,PIK3R1
TP53,AURKA
TP53,AURKA
AURKA,TP53
TP53,AURKA
AURKA,TP53
PIK3CD,PIK3R1
PIK3CD,PIK3R1
GRIN2A,FYN
GRIN2A,DLG4
DLG4,GRIN2A
FYN,GRIN2A
RFC1,TP53
PRKCZ,PDPK1
PDPK1,PRKCZ
CHUK,NLRP4
CRK,BCAR1
CRK,BCAR1
TEC,KIT
KIT,TEC
TEC,KIT
SOS1,EGFR
DOK2,TEK
GRB2,PIK3R1
GRB2,PIK3R1
GRIN2A,DLG4
GRIN2A,DLG3
GRIN2A,DLG2
DLG4,GRIN2A
PTK2B,BCAR1
MLH1,MSH4
MSH4,MLH1
DLG4,GRIN2A
DLGAP1,GRIN2A
SOS2,EGFR
CDK1,TP53
CDK2,TP53
CCNA2,TP53
PRKCZ,CSNK2B
ERBB3,PIK3R1
LCK,KIT
AMBP,FN1
AMBP,A2M
C1QBP,PRKCZ
C1QBP,PRKCZ
FGFR1,FGF1
CDC25A,EGFR
CDC25A,EGFR
CDC25A,EGFR
EGFR,CDC25A
PIN1,TP53
TP53,PIN1
FGG,FGA
FGG,FGB
FGA,FGB
TP53,RPA1
PDGFRA,PDGFRB
DDIT3,ATF3
DDIT3,ATF3
CDKN2A,MDM2
CDKN2A,MDM2
MDM2,CDKN2A
CDKN2A,MDM2
MDM2,CDKN2A
CDKN2A,TP53
TP53,CDKN2A
TP53,MDM2
MDM2,TP53
NCK1,EGFR
SOS1,FRS2
FADD,FAS
FAS,CASP8
FAS,CASP10
FAS,CFLAR
FRS2,GRB2
ABL1,MDM2
MDM2,ABL1
ABL1,MDM2
PDGFRA,CRKL
PDGFRA,CRK
SUMO1,FAS
KHDRBS1,PIK3R1
KHDRBS1,PIK3R1
GPS2,TP53
GPS2,TP53
IRS2,PIK3R1
RB1,SNAPC1
RB1,SNAPC3
RB1,SNAPC1
SNAPC1,RB1
SNAPC3,RB1
FN1,TNC
FN1,TNC
CDKN2C,CDK6
CDKN2C,CDK4
CDKN2C,CDK6
CDKN2C,CDK4
CDKN2C,CDK6
CDKN2C,CDK4
CCNG1,TP53
CCNG1,MDM2
CCNG1,CDKN2A
CDKN2A,CCNG1
TP53,CCNG1
MDM2,CCNG1
YWHAZ,TP53
YWHAZ,TP53
IRS2,PIK3R1
PIK3R1,GRB2
GRB2,PIK3R1
GRB2,PIK3R1
CRKL,BCAR1
BCAR1,PTPN12
PTPN12,BCAR1
PTPN6,PIK3R1
CD3E,PIK3R1
RB1,TAF1
RB1,TAF1
EGFR,CRK
CRK,EGFR
CDC42,ERRFI1
CDC42,ERRFI1
FRS2,GRB2
FRS2,SOS1
FRS2,CBL
CBL,FRS2
CDK1,MKI67
ERBB2,STAT3
SRC,ERBB2
ERBB2,JAK2
EGFR,IGF1R
IRS1,PIK3CA
IRS1,PIK3R1
Thra,PIK3R1
PRKCZ,RPS6KB1
MAPK9,Rps6kb1
PTPRS,PTPRD
PTPRS,PTPRD
GRB10,KDR
CDK1,TP53
TP53,RAD51
PLK3,TP53
PLK3,TP53
ATM,TP53
DOK1,KIT
LYN,KIT
DOK1,KIT
MDM2,MDM4
MDM4,MDM2
MDM4,TP53
MDM4,UBE2D1
MDM2,MDM4
MDM2,MDM4
PIK3R1,EPHA2
PIK3R1,EPHA2
PIK3R1,EPHA2
TNC,NCAN
TEK,ANGPT1
EGFR,GRB2
EGFR,PRKAR1A
EGFR,PRKACA
ABL1,SPTA1
ABL1,SPTA1
EGFR,PLD2
CCNT2,RB1
RB1,CCNT2
RB1,CDK9
CDK9,RB1
PIN1,TP53
PIN1,TP53
VHL,FN1
PTK2B,BCAR1
RB1,RAF1
RAF1,RB1
RAF1,RB1
CNTNAP2,EPB41L3
GRIN2A,DLG4
MSH2,MSH6
FAS,UBE2I
MKI67,CBX3
MKI67,CBX3
TP53,TFDP1
TP53,TFDP1
COL17A1,DST
COL17A1,DST
TP53,NFKBIA
TP53,NFKBIA
ARHGAP32,BCAR1
FCGR2A,PIK3R1
LCK,PIK3CA
RB1,E2F1
RB1,E2F4
RB1,E4F1
E4F1,RB1
E4F1,RB1
KDR,ACP1
NEDD9,BCAR1
ID2,BCAR1
A2M,NGF
TEK,ANGPT4
ARHGAP17,PIK3R1
TP53,E4F1
E4F1,TP53
TP53,E4F1
MAGI3,PTEN
MAGI3,PTEN
PTEN,MAGI3
CDK4,CDC37
CDC37,CDK4
LTF,LYZ
GRB2,ERBB2
PTPN11,KIT
HIP1,HIP1R
HIP1,HIP1R
EGFR,ARF4
EGFR,ARF4
MAP4K1,EGFR
TAF1,RB1
RB1,ENC1
RB1,ENC1
CDK4,RFC1
RB1,RFC1
ATP6AP2,REN
KIT,JAK2
TP53,ZNF148
ZNF148,TP53
EPHA3,EFNB2
NCK2,EGFR
FBLN2,FBN1
TLN1,ITGB3
ARAF,PIK3R1
KIT,PIK3R1
TP53,BRCA2
TP53,PPP1R13L
LPA,FN1
LPA,FN1
TP53,MED1
LMNA,SYNE1
PSPH,PSPH
DUSP19,MAPK9
PDGFRA,GRB2
ILK,ITGB3
WRN,TP53
BLM,TP53
WRN,TP53
BLM,TP53
EPS15,EGFR
KIT,KITLG
CRK,BCAR1
GRB2,BCAR1
SRC,BCAR1
F10,F5
MMP13,BCAN
EPOR,PIK3R1
PIK3R1,EPOR
RYK,EPHB3
DUSP16,MAPK9
DUSP1,MAPK9
DUSP10,MAPK9
IFNAR1,PIK3R1
LDHA,ABCC9
SOS1,EGFR
CRK,PDGFRA
CRK,PDGFRA
BCAR1,PTK2
TBP,TP53
KDR,GRB2
KDR,SHC1
KDR,RASA1
NMB,NMBR
CDK4,CDC37
PRKCZ,NCL
TYRO3,PIK3R1
TYRO3,PIK3R1
FGFR1,FRS2
MLLT4,EPHB3
MLLT4,EPHB3
MLLT4,EPHB3
HTT,HIP1
HTT,HIP1
TNK2,CLTC
PTEN,CAV1
HIPK3,FAS
GSN,FN1
LMNA,RB1
CSNK2B,RPL5
AMBP,A2M
CALCR,THBS1
EPHB3,EFNB3
FGFR1,FRS2
GLI1,SUFU
GLI1,SUFU
EGFR,PTPN6
EGFR,PTPN11
FGFR1,FDPS
E2F1,RB1
E2F1,RB1
BCAR1,FYN
BCAR1,FYN
BCAR1,PTPN11
GRIN1,GRIN2A
SH2D3A,BCAR1
SH2D3A,EGFR
EGFR,SH2D3A
TP53,CDC14A
TP53,CDC14B
TP53,CDC14B
TP53,CDC14A
TP53,STK11
GSN,PIK3CA
BCAR1,PTK2
BCAR1,VCL
BCAR1,PXN
FGFR1,PLCG1
FGFR1,FRS2
FGFR1,FRS2
YWHAH,PIK3CA
PLSCR1,EGFR
EGFR,PLSCR1
MAPK8IP1,MAPK9
MED17,TP53
SUFU,GLI1
SUFU,GLI1
CDC42,IQGAP1
RAC1,IQGAP1
CDC42,IQGAP1
EGFR,GRB2
EGFR,GRB14
EGFR,RASA1
GRB14,EGFR
RAD51,ATRX
CTNNB1,CDH18
CDH6,CDH18
CDH18,CDH18
MDM2,RPL5
HSPG2,FN1
HSPG2,FBLN2
ANAPC1,CDC27
PDS5A,STAG2
COL7A1,FN1
MED1,TP53
CREG1,RB1
TP53,IFI16
FYN,EPHB3
CRK,EPHB3
RASA1,EPHB3
RASA1,EPHB3
EPHB3,RASA1
ITGB3,PECAM1
PDGFRA,PDGFRA
PDGFRA,PLCG1
PLCG1,PDGFRA
ARHGAP32,PIK3R1
EIF5A,RPL5
EIF5A,RPL5
DCN,EGFR
GRB10,EGFR
C3,ITGAX
GRB2,FRS2
CRK,FRS2
FRS2,NTRK1
FRS2,NTRK2
FRS2,NTRK3
FRS2,NTRK1
FGA,PLAT
CNTNAP2,CASK
ELN,FBLN2
C1QA,FN1
TP53,GTF2H1
SERPINB8,FURIN
TP53,UBE2I
TP53,PIAS1
TP53,EFEMP2
TP53,EFEMP2
IL4,IL4R
CEBPB,RB1
PRKCZ,AKT1
EGFR,GRB2
EGFR,SOS1
HIP1,CLTC
SHC2,KDR
SHC2,KDR
TP53,TOP1
MAPK8IP3,MAPK9
HBP1,RB1
HBP1,RB1
IQGAP1,CLIP1
IQGAP1,CLIP1
IQGAP1,RAC1
IQGAP1,CDC42
TIE1,TEK
TP53,ATF3
TP53,ATF3
CSF2RA,PIK3R1
PTPN1,EGFR
FADD,FAS
TP53,ERCC3
TP53,ERCC2
TP53,ERCC6
TP53,ERCC3
PARK2,GPR37
PARK2,GPR37
PARK2,UBE2G1
PARK2,UBE2J1
PRKDC,MAPK9
FKBP1B,RYR2
MDM2,ARRB1
MDM2,ARRB2
FN1,ITGB6
FN1,ITGA5
MAPK8,TP53
TP53,MAPK9
TP53,MAPK10
MAPK9,Trp53
NCK1,EGFR
HSP90B1,ERBB2
TGM2,FN1
IRS4,PIK3CA
CD44,FN1
CD44,FN1
MDM2,TP53
PIK3R1,NFKBIA
TP53,WRN
CEBPZ,TP53
CEBPZ,TP53
LAMA5,FBLN2
LAMA5,FBLN2
LAMA1,FBLN2
KLK3,A2M
DMD,SNTA1
PTPN12,BCAR1
PTPN12,BCAR1
TTN,OBSCN
TTN,OBSCN
ZYX,BCAR1
TRIP6,BCAR1
MAPK8IP3,MAPK9
PTPRH,BCAR1
BCAR1,CD2AP
HRAS,NF1
SNTA1,DMD
EGFR,NRG1
MYOC,FN1
CD44,EGFR
CD44,ERBB2
TP73,MDM2
MDM2,TP73
CALR,F5
PTPN6,EGFR
PTPN6,EGFR
PML,TP53
PML,TP53
PARK2,SNCA
SNCA,PARK2
TP53,HMGB1
RB1,HMGB1
TP53,PPP4C
PRKCZ,RELA
PRKCZ,RELA
TP53,NCL
NCL,TP53
TP53,NCL
GAB2,PIK3R1
KIT,GRB10
GRB10,KIT
GRB10,KIT
CDC20,CDC27
CDC27,CDC20
CDC27,CDC16
CDC27,MAD2L1
MDC1,BRCA1
BRAF,RAF1
RAF1,BRAF
BRAF,YWHAB
MRAS,BRAF
PHB,RB1
RB1,RAF1
BRAF,RAP1A
PRKCZ,YWHAG
PRKCZ,YWHAQ
PRKCZ,YWHAH
RAF1,PRKCZ
PRKCZ,RAF1
PRKCZ,YWHAQ
RAF1,PRKCZ
PRKCZ,YWHAB
PRKCZ,YWHAQ
PRKCZ,YWHAZ
YWHAB,PRKCZ
HIP1,IFT57
IFT57,HIP1
HIP1,IFT57
HIP1,CASP8
CASP8,HIP1
LTF,CD14
ITGB3,PTK2
PLCG1,KIT
MATK,KIT
FRS2,RET
FRS2,PTPN11
MDM2,CDKN2A
CDKN2A,MDM2
MDM2,CDKN2A
MDM2,CDKN2A
TSG101,TP53
TP53,TSG101
TSG101,MDM2
TP53,MDM2
MDM2,TBP
TP53,HIF1A
MDM2,HIF1A
RB1,MDM2
MDM2,MTBP
MDM2,MTBP
MDM2,MTBP
MTBP,MDM2
PIK3CA,HRAS
ERBB2,SHC1
ERBB2,GRB2
GRB7,ERBB2
PLCG1,ERBB2
PLCG1,ERBB2
IL6ST,ERBB2
ERBB2,IL6ST
OSMR,ERBB2
KIT,PTPN6
PTPN6,KIT
KIT,PTPN6
KIT,PTPN11
KIT,MPDZ
KIT,MPDZ
MPDZ,KIT
KIT,MATK
LYN,KIT
KIT,LYN
CRKL,KIT
PTPN6,KIT
PTPN6,KIT
KIT,KITLG
KIT,PTPRO
FN1,CRP
EZR,IQGAP1
FADD,PRKCZ
FAS,FAF1
HIF1A,TP53
CDK6,CDKN2C
KDR,PLCG1
CRK,BCAR1
LYN,BCAR1
JUN,RB1
RB1,JUN
JUN,RB1
MAPK9,JUNB
MAPK9,JUN
ZIC1,GLI1
ZIC2,GLI1
ZIC1,GLI1
GLI1,STK36
GLI1,STK36
SUFU,GLI1
GLI1,SUFU
SUFU,GLI1
GLI1,SUFU
EGFR,CBL
EGFR,PLCG1
EGFR,SH3KBP1
GRAP,KIT
GRB2,KIT
CP,LTF
CDK6,CDKN2A
PIK3R1,TUBA1B
PIK3R1,TUBA1B
TGFBR1,PIK3R1
TGFBR2,PIK3R1
PIK3R1,HRAS
PIK3R1,PIK3AP1
PTK2,PIK3R1
PTK2,PIK3R1
PIK3R1,ERBB3
IRS2,PIK3R1
IRS1,PIK3R1
AGAP2,PIK3R1
PIK3R1,AGAP2
PECAM1,PIK3R1
CBL,PIK3R1
PIK3R1,CBL
CRKL,PIK3R1
PIK3R1,CD7
PIK3R1,ARHGAP1
PIK3R1,FES
PIK3R1,SH3KBP1
PIK3R1,PTPN11
PIK3R1,INPP5D
CBL,PIK3R1
PIK3CB,PIK3R1
PIK3R1,ADAM12
ADAM12,PIK3R1
PIK3R1,ADAM12
PIK3R1,HRAS
GAB1,PIK3R1
GAB1,PIK3R1
TBP,TP53
TAF1,TP53
PAX6,RB1
NPHP1,BCAR1
CDKN2A,PPP1R9B
CDKN2A,PPP1R9B
TEK,ANGPT1
TEK,ANGPT2
GABRB2,TRAK2
GABRB2,TRAK2
TRAK2,GABRB2
MDM4,CDKN2A
A2M,APOE
A2M,APOE
HSPA5,A2M
A2M,IL10
A2M,IL4
SLC9A3R1,PDGFRA
PDGFRA,SLC9A3R1
PDGFRA,SLC9A3R1
SLC9A3R1,PDGFRA
PDGFRA,PDGFRA
SH3KBP1,EGFR
SH3KBP1,KIT
CBLB,KIT
ITGB3,PDGFRB
BCAR1,RAPGEF1
BCAR1,RAPGEF1
THBS1,ITGB3
PTK2B,ITGB3
PXN,ITGB3
TLN1,ITGB3
ITGB3,TLN1
ITGB3,ITGB3BP
ITGB3,ITGB3BP
ITGB3,PDGFRA
CAV1,PDGFRA
CAV1,PDGFRA
CAV1,PDGFRA
CAV3,PDGFRA
TP53,PARP1
IGFBP7,INS
MSH6,PCNA
MSH6,PCNA
MSH6,PCNA
FN1,APCS
PIK3R1,Gab2
Gab2,PIK3R1
FRS2,PTPN11
FRS2,PTPN11
PROS1,F5
F5,PROS1
BCAR1,PTPN1
PTPN1,BCAR1
PTPN1,BCAR1
PTPN1,BCAR1
F2,F5
EFNA5,EPHA3
IL4R,JAK1
APOB,CALCR
APOB,CALCR
NR2F1,BCL11A
NR2F1,BCL11A
HCN1,HCN1
HCN1,HCN2
HCN2,HCN1
MAPK9,TOB1
TOB1,MAPK9
MAPK9,TOB1
PRKCZ,TIAM1
PDPK1,PRKCZ
PRKCZ,PDPK1
PDPK1,PRKCZ
PRKCZ,PDPK1
AKT3,PRKCZ
AKT3,PRKCZ
PRKCZ,AKT3
PRKCZ,AKT3
FEZ1,PRKCZ
PRKCZ,FEZ1
PRKCZ,SRC
SRC,PRKCZ
PRKCZ,PAWR
PAWR,PRKCZ
PRKCZ,PAWR
PRKCZ,PAWR
PAWR,PRKCZ
MAP2K5,PRKCZ
PRKCZ,MAP2K5
PRKCZ,MAP2K5
PARD3,PRKCZ
GRB2,MAPK9
PIK3C2B,EGFR
GRB2,MAPK9
BCAR1,CRK
GRB2,FRS2
SOS1,FRS2
GRB2,EGFR
GRB2,EGFR
CD7,PIK3R1
INPPL1,BCAR1
BCAR1,INPPL1
BCAR1,INPPL1
INPPL1,BCAR1
EPHA3,EFNA1
EPHA3,EFNB1
EPHA3,EFNA3
EPHA3,EFNA4
EPHA3,EFNB2
EPHA3,EFNA5
EPHA3,EFNA5
TP53,BAG1
TP53,UBE2I
RB1,MNAT1
RBBP5,RB1
RB1,E2F2
E2F2,RB1
TRAP1,RB1
TRAP1,RB1
RB1,TRAP1
RB1,TRIP11
RB1,TRIP11
TRIP11,RB1
RB1,UBTF
UBTF,RB1
UBTF,RB1
RB1,UBTF
RB1,AHR
RB1,ARNT
AHR,RB1
AHR,RB1
AATF,RB1
AATF,RB1
RB1,AATF
RB1,AATF
RB1,AR
RB1,AR
THOC1,RB1
RB1,CCNA1
CCNA1,RB1
PCNA,MSH6
RYR2,AKAP6
SEMG1,SEMG2
TP53,PML
TP53,PML
EGFR,SOCS1
EGFR,SOCS3
EGFR,STAT1
FAS,NOL3
IL6ST,PIK3R1
BRCA1,CDK4
ACTA1,DMD
GRB2,EGFR
NCK1,EGFR
NCK2,EGFR
SPTA1,ANK1
PIK3R1,HCST
SPTA1,SPTB
CTNNB1,CDH9
DCN,EGFR
RPS3A,DDIT3
RPS3A,DDIT3
MAPK14,DDIT3
TP53,TOP2A
TP53,TOP2B
TP53,TOP2A
TP53,TOP2B
CCND1,CDK4
CACNA1S,SRI
GABRG2,DRD5
GABRG2,DRD5
TP53,CDK9
RB1,E2F1
RB1,TFDP1
RB1,TFDP2
TP53,EGR1
TP53,EGR1
NID1,FGA
SRSF1,PSIP1
PSIP1,SRSF1
SP1,PSIP1
EGFR,CAV1
EGFR,CAV3
EGFR,CAV1
EGFR,CAV3
EGFR,ERBB3
SUB1,PSIP1
CD82,EGFR
PSIP1,SRSF1
SNX6,PDGFRA
SNX6,EGFR
SNX1,EGFR
SNX2,PDGFRA
SNX2,EGFR
SNX4,PDGFRA
SNX4,EGFR
PLCG1,EGFR
EGFR,STAT5B
RGS16,EGFR
EGFR,CEBPB
MUC1,ERBB2
MUC1,EGFR
EGFR,SRC
CBLC,EGFR
CBLC,EGFR
TP53,HIPK2
PTEN,PXN
PTEN,PTK2
EGFR,GAB1
EGFR,RIPK1
EGFR,MAP3K14
PTPN1,EGFR
EGFR,PDGFRB
SHC3,EGFR
CASP1,EGFR
EREG,EGFR
FER,EGFR
ESR1,PIK3R1
TP53,PIAS1
PIAS1,TP53
RB1,E2F1
ABL1,BCAR1
ERBB2,ERBB2IP
TNK2,HSH2D
HSH2D,TNK2
TNK2,HSH2D
CSNK2B,RPL5
CSNK2B,FAF1
TP53,ERCC6
TP53,ERCC6
F13A1,FN1
F13A1,FGA
MUC1,EGFR
EGFR,MUC1
IQGAP1,CTNNB1
IQGAP1,CALM1
F13B,FGG
FAIM2,FAS
FYN,FAS
FADD,FAS
FADD,FAS
FADD,FAS
FADD,FAS
FADD,FAS
CASP8AP2,FAS
TNFSF13,FAS
LCK,FAS
FAS,FASLG
HRG,FGA
PLAT,FGA
THBS1,FGA
CDH5,FGA
FGA,FGA
FGG,FGG
FGG,FGG
FGFR1,FGF2
TP53,MDM4
MDM4,TP53
PRKRIR,TP53
MAPK9,TP53
CDK7,TP53
TP53,MNAT1
TP53,MNAT1
GNL3,TP53
TP53,GNL3
GNL3,TP53
TP53,TAF1B
TP53,TAF1A
TP53,TAF1C
MAPK3,TP53
MAPK1,TP53
Mapk1,TP53
TOPORS,TP53
TP53,USP7
TP53,USP7
USP7,TP53
USP7,TP53
HSPA9,TP53
TP53,HSPA9
ING1,TP53
MDM2,TP53
POLA1,TP53
TP53,SMN1
SMN1,TP53
TEP1,TP53
TP53,CCNH
CCNH,TP53
CDK7,TP53
TP53,HIF1A
HIF1A,TP53
TP53,TP53BP1
TP53,TP53BP2
TP53,TP53BP1
TP53,TP53BP2
TP53BP1,TP53
TP53BP2,TP53
TP53,KPNB1
TP53,KPNB1
TP53,HSP90AA1
TP53,HSPA8
TP53,ING1
WT1,TP53
TP53,TP53INP1
TP53,PTTG1
PTTG1,TP53
PTTG1,TP53
TP53,TAF9
TP53,CUL9
TP53,CUL9
CUL9,TP53
TP53,CUL9
TP53,CUL9
IQGAP1,CDH1
CDH1,IQGAP1
CEBPA,CDK4
CEBPA,CDK4
CEBPA,CDK4
MEP1A,FN1
MEP1B,FN1
FN1,ITGB7
REG3A,FN1
SDC2,FN1
FN1,TSHR
IGFBP3,FN1
IGFBP3,FN1
IGFBP3,FN1
FN1,FBLN1
CD36,ITGB3
LAMA1,FBLN2
SHB,PIK3R1
SHB,FGFR1
SHB,PIK3R1
SHB,FGFR1
GRB14,FGFR1
GRB14,FGFR1
GRB14,FGFR1
FGFR1,FRS2
FGFR1,FRS2
FURIN,AP2M1
FURIN,PACS1
FURIN,PACS1
GRIN2A,SRC
GRIN2A,FYN
GRIN2A,SRC
GRIN2A,FYN
UBE2I,TP53
GAB2,PIK3R1
GAB2,PIK3R1
FYN,TNK2
FYN,TNK2
NR3C1,TP53
NTRK2,PIK3R1
PTK2,BCAR1
BCAR1,NCK1
DOK2,TEK
F5,F5
ELTD1,ELTD1
PIN1,CDC27
PLEC,SPTA1
TNK2,MCF2
PRKCI,FRS2
PRKCI,FRS2
SYNE1,SYNE1
SYNE1,LMNA
SYNE1,EMD
DTNA,DMD
BUB1B,CDC27
CDC27,ANAPC4
CDC27,ANAPC5
CDC27,CDC16
CDC27,CDC23
CDC27,ANAPC10
CDC27,CDC26
CDC27,ANAPC11
CDC27,ANAPC7
DLG4,GRIN2A
DLG3,GRIN2A
DLG4,GRIN2A
DLG3,GRIN2A
GRIN2A,PTK2B
FGFR1,BNIP2
TEK,ANGPT1
TEK,ANGPT2
YBX1,TP53
TP53,YBX1
SYN1,PIK3R1
PTK2B,ERBB2
PDGFRB,PIK3R1
PARD6A,PRKCZ
PARD6B,PRKCZ
PARD6G,PRKCZ
PRKCZ,PARD6B
IQGAP1,CDC42
CDC42,IQGAP1
RAC1,IQGAP1
CDC42,IQGAP1
RB1,RBBP9
RB1,RBBP9
TAF1,RB1
RB1,TAF1
RB1,TBP
RB1,BRF1
RB1,BRF1
RB1,PHB
RB1,PHB
TP53,HSP90AA1
USP4,RB1
USP4,RB1
HSP90AA1,ERBB2
HIP1,CLTC
FN1,FBLN2
NID1,FBLN2
HSPG2,FBLN2
COL18A1,KDR
PTK2,BCAR1
CRK,BCAR1
MSH6,MSH2
MSH2,MSH6
RAC1,IQGAP1
CDC42,IQGAP1
LTK,PIK3R1
PIK3R1,LTK
TP53,TP53BP2
TP53BP2,TP53
TP53BP2,TP53
MSH2,MSH6
EXO1,MLH1
EXO1,MLH1
BLM,MLH1
MLH1,BLM
BLM,MLH1
MLH1,MBD4
MLH1,MBD4
MLH1,PMS2
PARK2,HSPA1A
PARK2,STUB1
CBLB,PIK3R1
PIK3R1,CBLB
ELF3,ERBB2
PARK2,STUB1
PARK2,DNAJA1
PARK2,HSPA8
PARK2,DNAJB1
PARK2,HSPA1A
PARK2,STUB1
PARK2,GPR37
PARK2,HSPA1A
PARK2,HSPA8
PARK2,PSMA1
PARK2,GPR37
PARK2,SNCAIP
SNCAIP,PARK2
PARK2,SNCAIP
PARK2,UBE2L6
PARK2,Sept5
PARK2,Sept5
FN1,PLG
FN1,PLAT
NCK2,EGFR
MYOD1,CDK4
MYOD1,CDK4
MYOD1,CDK4
CDK4,CDKN1B
CDK4,CCND1
CDK4,CCND1
CDK4,CDKN2A
CDC37,CDK4
CDC37,CDK6
CDK4,CDC37
BIRC5,CDK4
CDK6,CCND3
CDK4,PCNA
NCF1,IL4R
GLI1,Sin3a
GLI1,Sufu
GLI1,SAP18
GLI1,SAP18
GLI1,Sufu
Shh,GLI1
PIK3CA,SGK1
PDPK1,PRKCZ
SUPT3H,TRRAP
TAF9,TRRAP
TAF9,TRRAP
SUPT3H,TRRAP
TP53,MDM2
FKBP3,MDM2
MDM2,FKBP3
TP53,MDM2
TP53,FKBP3
MDM2,MDM2
PARK2,PDCD2
PDCD2,PARK2
PARK2,PDCD2
MDM2,RYBP
RYBP,MDM2
RYBP,MDM2
MDM2,RYBP
MDM2,TP53
RYBP,TP53
TP53,MDM2
ERBB2,EGFR
ERBB2,ERBB2
ERBB2,ERBB3
RCHY1,TP53
RCHY1,TP53
RRM2B,MDM2
MDM2,RRM2B
CDC20,CDC27
RPL26,MDM2
MDM2,RPL26
MDM2,GNAS
SEPT5,PARK2
DCUN1D1,CUL1
DCUN1D1,CUL2
DCUN1D1,CUL3
DCUN1D1,CAND1
DCUN1D1,UBE2M
DCUN1D1,CUL5
DCUN1D1,RBX1
DCUN1D1,RBX1
DCUN1D1,CUL1
DCUN1D1,CUL2
DCUN1D1,CUL3
DCUN1D1,CAND1
RBX1,DCUN1D1
CAND1,DCUN1D1
ING4,TP53
ING4,CDKN2A
ARRB2,MDM2
ARRB1,MDM2
RNF41,PARK2
DISC1,SYNE1
COL17A1,DST
DST,ITGB4
RBBP8,RB1
RB1,RBBP8
KDR,ANXA5
FAS,FBF1
PIK3R1,GAB1
TP53,AIMP2
TP53,AIMP2
TP53,AIMP2
AIMP2,TP53
PARK2,PLCG1
UCHL1,TP53
MDM2,FOXO4
MDM2,TP53
MDM2,FOXO4
FOXO4,MDM2
ERBB2,HSP90AA1
SRC,EPHA3
FYN,EPHA3
TAF1L,TBP
YWHAZ,BCAR1
BCAR1,YWHAZ
MDM2,IGF1R
IGF1R,MDM2
CDKN2A,DAXX
DAXX,CDKN2A
CDKN2A,DAXX
DAXX,MDM2
MDM2,CDKN2A
MDM2,DAXX
FADD,FAS
CFLAR,TP53
TP53,ITCH
TP53,CFLAR
MDM2,DHFR
MDM2,DHFR
DHFR,MDM2
DHFR,TP53
DHFR,MDM2
DHFR,MDM2
MDM2,DHFR
GNL3,MDM2
MDM2,GNL3
GNL3,MDM2
MDM2,RPL5
MDM2,RPL11
CCAR1,MDM2
CCAR1,TP53
TBL1X,TBL1XR1
PIK3R1,FGFR2
PIK3R1,CBL
PSMD10,MDM2
TP53,MDM2
MDM2,PSMD10
MDM2,TP53
EGFR,CBL
PSME3,MDM2
PSME3,TP53
MDM2,PSME3
PSME3,MDM2
TP53,PSME3
PSME3,TP53
MDM2,TP53
EGFR,CBL
EGFR,HGS
NEDD4,PTEN
PTEN,NEDD4
CDK6,FBXO7
TRIB3,FN1
TRIB3,FN1
FN1,TRIB3
EGFR,CBL
EGFR,CBL
MAPT,PARK2
HSPA4,PARK2
TP53,MDM2
TP53,HSPA4
TP53,STUB1
MDM2,MDM4
ATXN7L3,TRRAP
USP22,TRRAP
ATXN7,TRRAP
ENY2,TRRAP
PTK2,TP53
PTK2,TP53
PTK2,MDM2
SNCA,PARK2
FGFR1,KPNB1
ABL1,EPHA3
GRIN2A,Dlgap2
NUMB,TP53
NUMB,MDM2
MDM2,NUMB
MDM2,TP53
MDM2,TP53
MDM2,NUMB
TP53,MDM2
TP53,NUMB
EP300,TP53
CREBBP,TP53
TP53,MDM2
MDM2,TP53
MDM4,TP53
EGFR,CBL
EGFR,NCAM1
EP300,TP53
KAT2B,TP53
SERPINH1,TP53
AR,MDM2
EGFR,CBL
EGFR,GRB2
PPM1D,MDM2
MDM2,PPM1D
TP53,MDM2
MDM2,MDM2
USP7,MDM2
MDM2,TP53
TP53,MDM2
KIT,GRB2
PARK2,PARK2
COPS5,TP53
TP53,COPS5
TP53,COPS5
COPS5,MDM2
MDM2,COPS5
PARK2,BACH1
AMFR,RPL5
CDC27,CDKN1A
VRK1,TP53
RB1,HDAC1
TTK,CDC27
RB1,E2F1
CDKN2A,TOP1
ATRX,RAD51
FIE,RB1
FIE,RB1
ING3,TRRAP
ING3,TRRAP
KAT5,TRRAP
ATXN7,TRRAP
TRRAP,ATXN7
TRRAP,KAT2A
RRP1B,RPL5
Rrp1b,RPL5
Rrp1b,MKI67
DOT1L,MLLT3
MLLT3,DOT1L
MLLT3,DOT1L
DOT1L,MLLT3
TP53,RAD51
SGK1,MLLT3
MLLT3,DOT1L
L3MBTL1,RB1
L3MBTL2,RB1
ZMIZ1,TP53
ZMIZ2,TP53
ZMIZ1,TP53
ZMIZ1,TP53
EGFR,Usp8
KDM6A,KMT2C
TP53,CDK5
TP53,CDK5
CDK5,TP53
TP53,MDM2
ZMYND11,TP53
OFD1,TRRAP
KAT7,TP53
TP53,KAT7
TP53,ING4
TP53,ING5
ING5,TP53
